Time,Accelerometer x,Accelerometer y,Accelerometer z,Rate gyro x,Rate gyro y,Rate gyro z,Height sensor,Optical flow x,Optical flow y,Battery voltage,Motor cmd 1,Motor cmd 2,Motor cmd 3,Motor cmd 4,Debug value 0,Debug value 1,Debug value 2,Debug value 3,Debug value 4,Debug value 5,Debug value 6,Debug value 7,Debug value 8,Debug value 9,Debug value 10,Debug value 11,Motors On,Debug char 
1.18065,0.112915,-0.134277,9.78699,-0.00305176,0,0.00305176,0.000305176,0.129089,-0.130005,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.18518,0.112915,-0.134277,9.78699,-0.00305176,0,0.00305176,0.000305176,-0.26001,0.259094,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.18806,0.112915,-0.134277,9.78699,-0.00305176,0,0,0.000305176,-0.26001,0.259094,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.19093,0.112915,-0.134277,9.78699,-0.00305176,0,0,0.000305176,-0.26001,0.259094,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.19381,0.112915,-0.134277,9.78699,-0.00305176,0,0,0.000305176,-0.26001,0.259094,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.19808,0.112915,-0.134277,9.78699,-0.00305176,-0.00305176,0,0.000305176,-0.26001,0.259094,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.20104,0.112915,-0.134277,9.78699,-0.00305176,-0.00305176,0,0.000305176,-0.26001,0.259094,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.20556,0.109863,-0.137329,9.78699,-0.00305176,-0.00305176,-0.00305176,0.000305176,0,0,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.20843,0.109863,-0.137329,9.78699,-0.00305176,0,-0.00305176,0.000305176,0,0,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.21267,0.109863,-0.137329,9.78699,0,0,-0.00305176,0.000305176,0,0,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.21549,0.109863,-0.137329,9.78699,0,0,-0.00305176,0.000305176,0,0,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.21839,0.109863,-0.137329,9.78699,0,0,0,0.000305176,0,0,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.22408,0.106812,-0.140381,9.78699,-0.00305176,0,0,0.000305176,0.259094,0.259094,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.22856,0.106812,-0.140381,9.78699,-0.00305176,-0.00305176,-0.00305176,0.000305176,0.259094,0.259094,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.23278,0.106812,-0.140381,9.78699,-0.00305176,-0.00305176,0,0.000305176,0.259094,0.259094,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.23568,0.106812,-0.140381,9.78699,-0.00305176,-0.00305176,0,0.000305176,0.259094,0.259094,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.24003,0.106812,-0.140381,9.78699,-0.00305176,-0.00305176,0,0.000305176,0.129089,0.129089,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.24291,0.10376,-0.140381,9.78699,-0.00305176,-0.00305176,0,0.000305176,0.129089,0.129089,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.25019,0.10376,-0.140381,9.78699,0,-0.00305176,0.00305176,0.000305176,0.129089,0.129089,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.25383,0.10376,-0.140381,9.78699,0,-0.00305176,0.00305176,0.000305176,0.129089,0.129089,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.25674,0.10376,-0.140381,9.78699,0,0,0.00305176,0.000305176,0.129089,0.129089,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.25969,0.100708,-0.140381,9.78699,-0.00305176,0,0.00305176,0.000305176,-0.390015,-0.519104,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.26393,0.100708,-0.140381,9.79004,-0.00305176,-0.00305176,-0.00305176,0.000305176,-0.390015,-0.519104,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.26851,0.100708,-0.140381,9.79004,-0.00305176,-0.00305176,-0.00305176,0.000305176,-0.390015,-0.519104,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
1.27135,0.100708,-0.140381,9.79004,0,0,-0.00305176,0.000305176,-0.390015,-0.519104,4.18396,0.00457764,0.00457764,0.00457764,0.00457764,-0.00305176,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1
