Time,Accelerometer x,Accelerometer y,Accelerometer z,Rate gyro x,Rate gyro y,Rate gyro z,Height sensor,Optical flow x,Optical flow y,Battery voltage,Motor cmd 1,Motor cmd 2,Motor cmd 3,Motor cmd 4,Debug value 0,Debug value 1,Debug value 2,Debug value 3,Debug value 4,Debug value 5,Debug value 6,Debug value 7,Debug value 8,Debug value 9,Debug value 10,Debug value 11,Motors On,Debug char 
3.16919,-0.00305176,0,0.00610352,0,0,-0.00305176,0.000305176,0,0,3.85742,208.997,208.997,208.997,208.997,0,0,0,0,0,0,0,0,0,11.8073,0.469971,nan,0,1
3.17342,-0.00305176,0,0.0579834,0,-0.00305176,0,0.000305176,0,0,3.85742,208.997,208.997,208.997,208.997,0,-0.00305176,0,0,0,0,0,0,0,11.8073,0.469971,nan,0,1
3.17625,-0.00305176,0,0.10376,0,-0.00610352,0,0.000305176,0.389099,-0.130005,3.85742,208.997,208.997,208.997,208.997,0,-0.00305176,0,0,0,0,0,0,0,11.8073,0.469971,nan,0,1
3.18213,-0.00305176,0,0.314331,0,-0.00305176,0,0.000305176,0.389099,-0.130005,3.85742,208.997,208.997,208.997,208.997,0,-0.00305176,0,0,0,0,0,0,0,11.8073,0.469971,nan,0,1
3.18494,-0.00305176,0,0.405884,0,-0.00305176,0,0.000305176,0.389099,-0.130005,3.85742,208.997,208.997,208.997,208.997,0,-0.00305176,0,0,0,0,0,0,0,11.8073,0.469971,nan,0,1
3.18921,-0.00305176,0,0.616455,0,0,0.00305176,0.000305176,0.389099,-0.130005,3.85742,208.997,208.997,208.997,208.997,0,-0.00305176,0,0,0,0,0,0,0,11.8073,0.469971,nan,0,1
3.19339,-0.00610352,0.00305176,0.857544,0,0,0,0.000305176,0.389099,-0.130005,3.85742,208.997,208.997,208.997,208.997,0,-0.00305176,0,0,0,0,0,0,0,11.8073,0.469971,nan,0,1
3.1962,-0.00610352,0.00305176,0.991821,0,-0.00305176,0,0.000305176,-0.130005,0,3.85132,208.997,208.997,208.997,208.997,0,0,0,0,0,0,0,0,0,11.8073,0.469971,nan,0,1
3.20194,-0.00915527,0.00305176,1.42517,0,-0.00305176,0.00305176,0.000305176,-0.130005,0,3.85132,208.997,208.997,208.997,208.997,0,0,0,0,0,0,0,0,0,11.8073,0.469971,nan,0,1
3.20498,-0.00915527,0.00305176,1.58081,0,-0.00305176,0.00305176,0.000305176,-0.130005,0,3.85132,208.997,208.997,208.997,208.997,0,0,0,0,0,0,0,0,0,11.8073,0.469971,nan,0,1
