Time,Accelerometer x,Accelerometer y,Accelerometer z,Rate gyro x,Rate gyro y,Rate gyro z,Height sensor,Optical flow x,Optical flow y,Battery voltage,Motor cmd 1,Motor cmd 2,Motor cmd 3,Motor cmd 4,Debug value 0,Debug value 1,Debug value 2,Debug value 3,Debug value 4,Debug value 5,Debug value 6,Debug value 7,Debug value 8,Debug value 9,Debug value 10,Debug value 11,Motors On,Debug char 
1.08731,-0.765991,-0.0213623,9.68323,0,0.00610352,-0.00305176,0.0692749,0,0.129089,3.64685,24.0005,21.0022,19.9997,17.0013,-0.00305176,0.0762939,-0.22583,0.0579834,-5.03845,0.45166,0,-0.198364,0.222778,0,nan,nan,0,2
1.09018,-0.765991,-0.0213623,9.68323,0,0.00610352,0,0.0692749,0,0.129089,3.64685,24.0005,21.0022,19.9997,17.0013,-0.00305176,0.0762939,-0.22583,0.0396729,-5.0354,0.448608,0,-0.198364,0.222778,0,nan,nan,0,2
1.09478,-0.628662,-0.00915527,9.67712,0,0.0396729,0,0.0460815,0,-0.130005,3.66821,126.997,126.997,122.997,122.997,-0.00305176,0.0610352,-0.0183105,0.149536,-9.13391,0.0335693,0.00610352,-0.317383,0.0152588,0,nan,nan,0,0
1.09767,-0.628662,-0.012207,9.67712,0,0.0274658,0,0.0460815,0,-0.130005,3.66821,126.997,126.997,122.997,122.997,-0.00305176,0.0610352,-0.0183105,0.152588,-8.87146,0.0335693,0.00610352,-0.317383,0.0152588,0,nan,nan,0,0
1.1006,-0.62561,-0.012207,9.67712,0,0.0152588,-0.00305176,0.0460815,0,-0.130005,3.66821,126.997,126.997,122.997,122.997,-0.00305176,0.0610352,-0.0183105,0.17395,-8.58765,0.0366211,0.00610352,-0.317383,0.0152588,0,nan,nan,0,0
1.10485,-0.622559,-0.012207,9.67712,0,-0.00610352,0,0.0521851,0,-0.130005,3.66821,126.997,125.999,122.997,122.997,-0.00305176,0.0610352,-0.0183105,0.213623,-8.01697,0.0335693,0.00610352,-0.317383,0.0152588,0,nan,nan,0,0
1.10913,-0.619507,-0.012207,9.67712,0,-0.0274658,0,0.0521851,0,0,3.66821,126.997,125.999,122.997,122.997,-0.00305176,0.0610352,-0.0183105,0.195312,-7.52258,0.0305176,0.00610352,-0.317383,0.0152588,0,nan,nan,0,0
1.11202,-0.619507,-0.012207,9.68018,0,-0.0335693,0.00305176,0.0521851,0,0,3.66821,125.999,125.999,122.997,122.997,-0.00305176,0.0610352,-0.0183105,0.177002,-7.32422,0.0274658,0.00610352,-0.317383,0.0152588,0,nan,nan,0,0
1.11654,-0.616455,-0.012207,9.68018,0,-0.0457764,0.00610352,0.0521851,0,0,3.66821,125.999,125.999,122.997,122.997,-0.00305176,0.0610352,-0.0183105,0.158691,-7.01294,0.0183105,0.00610352,-0.317383,0.0152588,0,nan,nan,0,0
1.12225,-0.610352,-0.0152588,9.68018,-0.00305176,-0.0427246,0.00305176,0.0521851,0,0,3.66821,125.999,125.999,122.997,122.997,-0.00305176,0.0610352,-0.0183105,0.219727,-7.09534,0.0244141,0.00610352,-0.314331,0.0152588,0,nan,nan,0,0
