Time,Accelerometer x,Accelerometer y,Accelerometer z,Rate gyro x,Rate gyro y,Rate gyro z,Height sensor,Optical flow x,Optical flow y,Battery voltage,Motor cmd 1,Motor cmd 2,Motor cmd 3,Motor cmd 4,Debug value 0,Debug value 1,Debug value 2,Debug value 3,Debug value 4,Debug value 5,Debug value 6,Debug value 7,Debug value 8,Debug value 9,Debug value 10,Debug value 11,Motors On,Debug char 
1.09313,-0.15564,9.8175,-0.268555,-0.143433,0.0183105,-0.00610352,0.463257,0,0.129089,3.97339,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2
1.10334,-0.167847,9.82361,-0.268555,0,0,0.00305176,0.496216,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.10807,-0.167847,9.82361,-0.265503,0,0.00305176,0.00305176,0.496216,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.11135,-0.167847,9.82361,-0.265503,0,0.00305176,0.00305176,0.496216,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.11454,-0.167847,9.82361,-0.265503,0,0,0,0.480042,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.11774,-0.167847,9.82056,-0.265503,0,0,0,0.480042,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.12269,-0.167847,9.82056,-0.265503,0,-0.00305176,-0.00305176,0.480042,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.12586,-0.164795,9.82056,-0.265503,0,-0.00305176,-0.00305176,0.480042,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.13248,-0.164795,9.82056,-0.265503,-0.00305176,0,0,0.49408,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.13629,-0.164795,9.82056,-0.265503,-0.00305176,0.00305176,0,0.49408,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.13993,-0.164795,9.8175,-0.265503,-0.00305176,0.00305176,0,0.49408,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.14512,-0.164795,9.8175,-0.265503,-0.00610352,0.00305176,0,0.49408,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.1484,-0.164795,9.8175,-0.265503,-0.00610352,0,-0.00305176,0.49408,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.15178,-0.164795,9.8175,-0.265503,-0.00610352,0,-0.00305176,0.49408,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.15687,-0.164795,9.81445,-0.265503,-0.00305176,-0.00305176,-0.00305176,0.491028,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.16046,-0.164795,9.81445,-0.265503,-0.00305176,-0.00305176,-0.00305176,0.491028,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.16735,-0.164795,9.81445,-0.265503,0,-0.00305176,0,0.491028,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.17229,-0.164795,9.8114,-0.262451,0,0,0,0.491028,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.1794,-0.161743,9.8114,-0.262451,-0.00610352,0,0,0.491028,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.18283,-0.161743,9.8114,-0.262451,-0.00305176,0.00305176,-0.00305176,0.491028,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.18765,-0.161743,9.8114,-0.262451,-0.00305176,0,0,0.491028,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.19094,-0.161743,9.8114,-0.262451,-0.00305176,0,0,0.491028,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.19438,-0.161743,9.8114,-0.265503,-0.00305176,0.00305176,0,0.473022,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.1977,-0.161743,9.8114,-0.262451,-0.00305176,0.00305176,0,0.473022,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.20095,-0.161743,9.8114,-0.262451,-0.00305176,0,0,0.473022,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.20541,-0.161743,9.8114,-0.262451,-0.00305176,0,0,0.473022,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.20866,-0.161743,9.8114,-0.262451,-0.00305176,-0.00305176,0,0.473022,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.21211,-0.161743,9.8114,-0.265503,-0.00305176,0,0,0.473022,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.21701,-0.161743,9.8114,-0.265503,-0.00305176,0,0,0.491028,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.22365,-0.161743,9.81445,-0.265503,0,0,0,0.491028,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.22714,-0.161743,9.81445,-0.265503,0,0,0,0.491028,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
1.2304,-0.161743,9.81445,-0.265503,0,0,0,0.491028,0,0,4.00391,0.00457764,0.00457764,0.00457764,0.00457764,-0.10376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
